,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSq
269,1113,0,None,3,1Fam,4,0,751.0,0.0,4,Unf,1.0,0.0,3,392.0,Y,Norm,5,0,4,3,HdBoard,HdBoard,4,2,1,CBlock,1,8,504.0,1.0,4,2,3,0,1987.0,1113,1,GasA,3,1Story,1,3,Lvl,Gtl,7917,Corner,,3,20,RL,174.0,BrkFace,None,5,Edwards,30,7,6,3,Hip,Normal,WD,0,6,1143.0,370,1976,1976,2007,2256.0
270,1095,844,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1095.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,1053.0,3.0,3,2,3,0,2006.0,1939,1,GasA,4,2Story,1,4,Lvl,Gtl,10728,Inside,84.0,4,60,FV,0.0,None,None,8,Somerst,51,5,8,3,Gable,Partial,New,0,8,1095.0,192,2006,2006,2006,3034.0
271,1363,0,None,2,1Fam,3,0,226.0,1063.0,2,GLQ,1.0,0.0,4,96.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,2,CBlock,1,5,439.0,2.0,3,1,3,0,1954.0,1363,0,GasA,5,1Story,1,3,Low,Sev,39104,CulDSac,73.0,3,20,RL,0.0,None,None,4,ClearCr,0,7,7,3,Flat,Normal,WD,0,5,1385.0,81,1954,2005,2008,2748.0
272,1164,1106,None,4,1Fam,3,0,524.0,0.0,6,Unf,0.0,0.0,4,628.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,671.0,3.0,3,3,3,0,1999.0,2270,1,GasA,5,2Story,1,4,Lvl,Gtl,11764,CulDSac,92.0,3,60,RL,348.0,BrkFace,None,4,NoRidge,57,7,8,3,Gable,Normal,WD,0,9,1152.0,132,1999,2007,2010,3422.0
273,1632,0,None,3,1Fam,3,0,620.0,620.0,3,LwQ,1.0,0.0,3,0.0,Y,Feedr,5,0,3,3,Wd Sdng,Wd Sdng,3,4,1,CBlock,2,7,338.0,1.0,3,2,3,0,1958.0,1632,0,GasA,4,1Story,1,3,Lvl,Gtl,9600,Inside,80.0,4,20,RL,183.0,BrkCmn,None,4,NAmes,0,6,6,3,Hip,Normal,WD,0,6,1240.0,289,1958,1988,2009,2872.0
274,816,0,None,2,1Fam,3,0,546.0,0.0,5,Unf,0.0,0.0,3,270.0,Y,Norm,5,0,3,3,HdBoard,ImStucc,0,0,0,CBlock,1,8,264.0,1.0,3,1,3,0,1982.0,816,0,GasA,3,1Story,1,3,Lvl,Gtl,8314,Corner,76.0,4,20,RL,0.0,None,None,6,Mitchel,0,7,5,3,Gable,Normal,WD,0,5,816.0,168,1982,1982,2007,1632.0
275,952,596,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,952.0,N,Norm,5,0,4,4,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,8,672.0,2.0,3,1,3,0,1978.0,1548,1,GasW,4,1.5Fin,1,5,Lvl,Gtl,7264,Inside,55.0,4,50,RL,0.0,None,None,10,BrkSide,0,7,7,3,Gable,Normal,WD,144,5,952.0,74,1925,2007,2009,2500.0
276,1560,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1560.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,573.0,2.0,3,3,3,0,2003.0,1560,0,GasA,5,1Story,1,4,Lvl,Gtl,9196,Inside,129.0,3,20,RL,0.0,None,None,4,Mitchel,150,5,7,3,Gable,Normal,WD,0,7,1560.0,100,2003,2003,2010,3120.0
277,864,0,None,2,1Fam,3,0,120.0,0.0,2,Unf,0.0,0.0,3,744.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,400.0,2.0,3,1,3,0,1951.0,864,0,GasA,5,1Story,1,3,Lvl,Gtl,19138,Corner,140.0,4,20,RL,0.0,None,None,6,Gilbert,0,5,4,3,Gable,Normal,WD,0,4,864.0,0,1951,1951,2010,1728.0
278,2121,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,2121.0,Y,Norm,5,0,3,5,CemntBd,CmentBd,0,5,1,PConc,2,8,732.0,3.0,3,3,3,0,2007.0,2121,1,GasA,5,1Story,1,5,Lvl,Gtl,14450,Inside,107.0,4,20,RL,315.0,BrkFace,None,5,NridgHt,98,5,9,3,Gable,Partial,New,142,8,2121.0,124,2006,2007,2007,4242.0
279,1156,866,None,4,1Fam,3,0,392.0,0.0,4,Unf,0.0,0.0,4,768.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,8,505.0,2.0,3,3,3,0,1977.0,2022,1,GasA,5,2Story,1,3,Lvl,Gtl,10005,Inside,83.0,4,60,RL,299.0,BrkFace,None,3,ClearCr,117,5,7,3,Hip,Normal,WD,0,8,1160.0,288,1977,1977,2008,3182.0
280,1175,807,None,3,1Fam,3,0,421.0,0.0,6,Unf,0.0,0.0,4,386.0,Y,Norm,5,0,3,4,Plywood,Plywood,0,3,1,CBlock,2,8,575.0,2.0,3,3,3,0,1989.0,1982,1,GasA,4,2Story,1,4,Lvl,Gtl,11287,Inside,82.0,4,60,RL,340.0,BrkFace,None,1,SawyerW,84,6,7,3,Gable,Normal,WD,0,7,807.0,0,1989,1989,2007,2789.0
281,1262,0,Pave,2,1Fam,3,0,905.0,0.0,6,Unf,0.0,0.0,4,357.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,572.0,2.0,3,3,3,0,2006.0,1262,0,GasA,4,1Story,1,4,Lvl,Gtl,7200,Inside,60.0,4,20,FV,68.0,Stone,None,5,Somerst,120,5,6,3,Gable,Partial,New,0,5,1262.0,0,2006,2006,2006,2524.0
282,1314,0,None,2,Twnhs,3,0,904.0,0.0,6,Unf,1.0,0.0,4,410.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,626.0,2.0,3,2,3,0,2008.0,1314,0,GasA,5,1Story,1,4,Lvl,Gtl,5063,Inside,34.0,4,120,RL,166.0,Stone,None,4,NridgHt,62,5,7,3,Gable,Normal,ConLw,0,6,1314.0,172,2007,2008,2009,2628.0
283,1468,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1468.0,Y,Feedr,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,898.0,3.0,3,3,3,0,2008.0,1468,0,GasA,5,1Story,1,4,Lvl,Gtl,9612,Inside,74.0,4,20,RL,72.0,Stone,None,12,Somerst,150,5,8,3,Gable,Partial,New,0,6,1468.0,210,2008,2009,2009,2936.0
284,1575,0,None,2,TwnhsE,3,0,430.0,0.0,6,Unf,1.0,0.0,4,1145.0,Y,Norm,5,52,3,4,Plywood,ImStucc,0,0,0,PConc,2,8,529.0,2.0,3,2,3,0,1992.0,1575,0,GasA,4,1Story,1,4,Lvl,Gtl,8012,Inside,50.0,4,120,RL,0.0,None,None,7,SawyerW,0,5,6,3,Gable,Normal,WD,0,5,1575.0,0,1992,1992,2007,3150.0
285,625,625,Pave,2,TwnhsE,3,0,0.0,0.0,1,Unf,0.0,0.0,4,625.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,8,528.0,2.0,3,2,3,0,2006.0,1250,1,GasA,5,2Story,1,4,Lvl,Gtl,4251,Inside,35.0,3,160,FV,0.0,None,None,6,Somerst,54,5,7,3,Gable,Partial,New,0,5,625.0,0,2006,2007,2007,1875.0
286,1085,649,None,3,1Fam,3,0,600.0,0.0,3,Unf,0.0,0.0,3,312.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,4,4,1,CBlock,1,8,440.0,2.0,3,2,3,0,1962.0,1734,1,GasA,3,1.5Fin,1,4,Bnk,Gtl,9786,Inside,77.0,3,50,RL,0.0,None,None,6,NAmes,0,7,6,3,Gable,Normal,WD,128,7,912.0,0,1962,1981,2006,2646.0
287,858,0,None,3,1Fam,3,0,614.0,0.0,4,Unf,0.0,0.0,3,244.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,858,0,GasA,3,1Story,1,3,Lvl,Gtl,8125,Corner,,3,20,RL,0.0,None,None,6,NAmes,0,4,4,3,Gable,Normal,WD,0,5,858.0,0,1971,1971,2006,1716.0
288,900,0,None,3,1Fam,3,0,450.0,0.0,4,Unf,0.0,0.0,3,432.0,Y,Norm,5,0,4,3,MetalSd,MetalSd,3,0,0,CBlock,1,8,280.0,1.0,3,1,3,0,1970.0,900,0,GasA,3,1Story,1,3,Lvl,Gtl,9819,Inside,,3,20,RL,31.0,BrkFace,None,2,Sawyer,0,5,5,3,Gable,Normal,WD,0,5,882.0,0,1967,1967,2010,1782.0
289,698,698,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,698.0,Y,RRAn,4,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,8,384.0,1.0,3,1,3,0,2003.0,1396,0,GasA,5,2Story,1,3,Lvl,Gtl,8730,Inside,60.0,4,70,RL,0.0,None,None,7,BrkSide,0,7,6,3,Gable,Normal,WD,259,7,698.0,0,1915,2003,2007,2094.0
290,1079,840,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1079.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,685.0,2.0,3,2,4,0,2006.0,1919,1,GasA,5,2Story,1,4,Lvl,Gtl,15611,Inside,120.0,4,60,RL,0.0,None,None,7,CollgCr,51,5,8,3,Gable,Partial,New,0,8,1079.0,0,2006,2006,2006,2998.0
291,936,780,Grvl,6,2fmCon,2,0,210.0,0.0,3,Unf,1.0,0.0,3,570.0,N,Norm,5,0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,8,0.0,0.0,0,0,0,0,,1716,0,GasA,5,2Story,1,2,Bnk,Gtl,5687,Inside,55.0,4,190,RL,0.0,None,None,3,SWISU,184,6,5,1,Gable,Normal,WD,0,9,780.0,0,1912,2000,2008,2496.0
292,1148,568,None,3,1Fam,3,0,292.0,0.0,2,Unf,0.0,0.0,3,476.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,1,6,281.0,1.0,3,1,3,0,1949.0,1716,1,GasA,4,1.5Fin,1,3,Lvl,Gtl,11409,Inside,60.0,4,50,RL,0.0,None,None,1,Edwards,0,4,5,3,Gable,Normal,WD,160,8,768.0,0,1949,2008,2009,2484.0
293,1468,795,None,3,1Fam,3,0,795.0,0.0,5,Unf,1.0,0.0,3,0.0,Y,PosA,5,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,8,539.0,2.0,3,3,3,0,1977.0,2263,1,GasA,2,2Story,1,4,Lvl,Gtl,16659,Corner,,3,60,RL,34.0,BrkFace,None,3,NWAmes,250,7,7,3,Gable,Normal,WD,0,9,795.0,0,1977,1994,2006,3058.0
294,1644,0,None,3,1Fam,3,0,1285.0,0.0,6,Unf,1.0,0.0,3,131.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,4,2,CBlock,1,8,418.0,2.0,3,3,3,0,1953.0,1644,0,GasA,3,1Story,1,3,Lvl,Gtl,9600,Inside,80.0,4,20,RL,238.0,Stone,None,10,NAmes,0,5,6,3,Hip,Normal,WD,0,7,1416.0,110,1953,1953,2009,3060.0
295,1003,0,None,3,1Fam,3,0,819.0,0.0,6,Unf,1.0,0.0,3,184.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,4,0,0,CBlock,1,8,588.0,2.0,3,1,3,0,1984.0,1003,0,GasA,3,SLvl,1,3,Lvl,Gtl,7937,CulDSac,37.0,3,80,RL,0.0,None,None,3,Mitchel,0,6,6,3,Gable,Normal,WD,0,6,1003.0,120,1984,1984,2006,2006.0
296,910,648,None,4,1Fam,3,0,420.0,0.0,4,Unf,0.0,0.0,3,490.0,Y,Norm,4,0,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,8,282.0,1.0,3,1,3,0,1950.0,1558,1,GasA,3,1.5Fin,1,3,Lvl,Gtl,13710,Inside,75.0,4,50,RM,0.0,None,None,6,IDOTRR,0,5,5,3,Gable,Normal,WD,0,6,910.0,289,1950,1950,2007,2468.0
297,975,975,Pave,3,1Fam,3,0,649.0,0.0,4,Unf,0.0,0.0,4,326.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,576.0,2.0,3,2,3,0,1997.0,1950,1,GasA,5,2Story,1,4,Lvl,Gtl,7399,Inside,66.0,3,60,FV,1600.0,BrkFace,None,6,Somerst,10,5,7,3,Hip,Normal,WD,198,7,975.0,0,1997,1998,2007,2925.0
298,1041,702,None,3,1Fam,3,0,384.0,175.0,5,Rec,0.0,1.0,3,143.0,Y,Norm,5,0,3,4,HdBoard,AsphShn,0,4,1,CBlock,1,8,539.0,2.0,3,1,3,0,1968.0,1743,2,GasA,4,2Story,1,3,Lvl,Gtl,11700,Inside,90.0,4,60,RL,365.0,BrkFace,None,6,NWAmes,0,6,6,3,Mansard,Normal,WD,0,7,702.0,224,1968,1968,2007,2445.0
299,1152,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,1.0,3,1092.0,Y,Norm,5,0,4,3,HdBoard,HdBoard,4,4,1,CBlock,1,8,300.0,1.0,3,1,3,0,1950.0,1152,0,GasA,5,1Story,1,4,Lvl,Gtl,14000,Inside,80.0,4,20,RL,0.0,None,None,8,Crawfor,36,8,6,3,Gable,Family,WD,0,6,1092.0,0,1950,2004,2009,2244.0
300,1336,0,None,2,2fmCon,3,0,841.0,0.0,4,Unf,1.0,0.0,3,324.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,0,4,2,CBlock,1,8,375.0,1.0,3,1,3,0,1953.0,1336,0,GasA,3,1Story,1,3,Lvl,Gtl,15750,Corner,90.0,4,190,RL,56.0,BrkFace,None,6,Crawfor,0,5,5,3,Hip,Normal,WD,0,5,1165.0,0,1953,1953,2006,2501.0
301,1210,1242,None,4,1Fam,3,0,281.0,0.0,6,Unf,0.0,0.0,4,747.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,683.0,2.0,3,3,3,0,1998.0,2452,1,GasA,5,2Story,1,4,Lvl,Gtl,16226,Inside,66.0,1,60,RL,0.0,None,None,5,CollgCr,50,5,8,3,Gable,Normal,WD,0,9,1028.0,208,1998,1999,2007,3480.0
302,1541,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1541.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,843.0,3.0,3,2,3,0,2001.0,1541,0,GasA,5,1Story,1,4,Lvl,Gtl,13704,Corner,118.0,3,20,RL,150.0,BrkFace,None,1,CollgCr,81,5,7,3,Gable,Normal,WD,0,6,1541.0,468,2001,2002,2006,3082.0
303,894,0,None,3,1Fam,3,0,894.0,0.0,5,Unf,1.0,0.0,3,0.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,2,0,0,PConc,1,8,552.0,2.0,3,1,3,0,1975.0,894,0,GasA,3,1Story,1,3,Lvl,Gtl,9800,Corner,70.0,4,20,RL,0.0,None,None,7,CollgCr,0,7,5,3,Gable,Abnorml,WD,0,5,894.0,256,1972,1972,2006,1788.0
304,1675,1818,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,1470.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,0,5,1,BrkTil,3,8,870.0,3.0,3,1,3,0,2003.0,3493,0,GasA,5,2.5Fin,1,4,Lvl,Gtl,18386,Inside,87.0,4,75,RM,0.0,None,None,5,OldTown,0,9,7,3,Gable,Normal,WD,0,10,1470.0,302,1880,2002,2008,4963.0
305,2000,0,None,3,1Fam,3,0,1464.0,0.0,6,Unf,1.0,0.0,4,536.0,Y,Norm,5,0,3,4,CemntBd,CmentBd,0,0,0,PConc,2,8,888.0,3.0,3,3,3,0,2004.0,2000,0,GasA,5,1Story,1,4,Lvl,Gtl,10386,Inside,80.0,4,20,RL,246.0,Stone,None,7,CollgCr,0,5,8,3,Gable,Normal,WD,0,8,2000.0,168,2004,2005,2007,4000.0
306,1122,1121,None,4,1Fam,3,0,700.0,0.0,5,Unf,1.0,0.0,4,0.0,Y,Feedr,5,224,3,4,HdBoard,Plywood,0,3,1,CBlock,2,8,746.0,3.0,3,2,3,0,1990.0,2243,1,GasA,4,2Story,1,4,Lvl,Gtl,13474,Inside,116.0,4,60,RL,246.0,BrkFace,None,6,SawyerW,44,5,7,3,Gable,Normal,WD,0,8,700.0,127,1990,1991,2007,2943.0
307,1035,371,Grvl,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,319.0,Y,Artery,4,0,2,3,MetalSd,MetalSd,3,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,1406,0,GasA,3,1.5Fin,1,2,Lvl,Gtl,7920,Inside,,3,50,RM,0.0,None,None,3,IDOTRR,144,7,6,1,Gable,Normal,WD,0,6,319.0,0,1920,1950,2008,1725.0
308,861,0,None,1,1Fam,3,0,262.0,0.0,4,Unf,0.0,0.0,3,599.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,539.0,2.0,3,1,3,0,1961.0,861,0,GasA,5,1Story,1,3,Lvl,Gtl,12342,Inside,,3,30,RL,0.0,None,None,3,Edwards,0,5,4,3,Gable,Normal,WD,0,4,861.0,158,1940,1950,2009,1722.0
309,1944,0,None,3,1Fam,3,0,1274.0,0.0,6,Unf,1.0,0.0,5,622.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,5,3,PConc,2,8,708.0,3.0,3,3,3,0,2003.0,1944,0,GasA,5,1Story,1,5,Lvl,Gtl,12378,Inside,90.0,3,20,RL,0.0,None,None,11,NridgHt,175,5,9,3,Gable,Normal,WD,0,8,1896.0,208,2003,2004,2006,3840.0
310,697,804,None,3,1Fam,3,0,518.0,0.0,5,Unf,0.0,0.0,4,179.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,8,420.0,2.0,3,3,3,0,1993.0,1501,1,GasA,4,2Story,1,4,Lvl,Gtl,7685,Inside,,3,60,RL,112.0,BrkFace,None,5,Gilbert,63,5,6,3,Gable,Normal,WD,0,6,697.0,190,1993,1994,2006,2198.0
311,972,0,None,2,1Fam,3,0,680.0,0.0,5,Unf,1.0,0.0,3,292.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,4,1,CBlock,1,8,240.0,1.0,3,1,3,0,1948.0,972,0,GasA,5,1Story,1,3,Lvl,Gtl,8000,Inside,50.0,4,20,RL,0.0,None,None,5,NAmes,0,6,6,3,Gable,Normal,WD,0,5,972.0,0,1948,2002,2009,1944.0
312,793,325,None,3,2fmCon,3,0,507.0,0.0,3,Unf,1.0,0.0,4,286.0,Y,Artery,5,0,3,3,MetalSd,MetalSd,3,4,1,CBlock,1,8,410.0,2.0,3,1,3,0,1939.0,1118,0,GasA,3,1.5Fin,1,3,Lvl,Gtl,7800,Inside,65.0,4,190,RM,0.0,None,None,5,OldTown,0,7,5,3,Gable,Normal,WD,271,5,793.0,0,1939,1950,2006,1911.0
313,2036,0,None,3,1Fam,3,0,1236.0,820.0,5,Rec,2.0,0.0,4,80.0,Y,Norm,5,0,3,3,BrkFace,BrkFace,0,4,2,CBlock,2,8,513.0,2.0,3,2,3,0,1965.0,2036,0,GasW,3,1Story,1,3,Low,Sev,215245,Inside,150.0,1,20,RL,0.0,None,None,6,Timber,0,5,7,3,Hip,Normal,WD,0,8,2136.0,0,1965,1965,2009,4172.0
314,832,809,Grvl,3,1Fam,4,0,16.0,0.0,2,Unf,0.0,1.0,3,712.0,Y,Norm,5,234,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,8,546.0,2.0,3,1,2,0,1925.0,1641,1,GasA,5,2Story,1,5,Lvl,Gtl,9600,Inside,60.0,4,70,RM,0.0,None,None,8,OldTown,0,7,7,3,Gable,Normal,WD,0,6,728.0,0,1925,1990,2006,2369.0
315,716,716,None,3,1Fam,3,0,425.0,0.0,6,Unf,1.0,0.0,4,291.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,432.0,2.0,3,3,3,0,2004.0,1432,1,GasA,5,2Story,1,4,Lvl,Gtl,7795,Inside,71.0,3,60,RL,0.0,None,None,7,Gilbert,51,5,7,3,Gable,Normal,WD,0,6,716.0,100,2004,2005,2009,2148.0
316,1153,1200,None,4,1Fam,3,0,692.0,0.0,6,Unf,1.0,0.0,4,153.0,Y,Norm,5,0,3,4,CemntBd,CmentBd,4,3,1,CBlock,2,8,484.0,2.0,3,2,3,0,1983.0,2353,1,GasA,3,2Story,1,5,Lvl,Gtl,13005,Corner,94.0,3,60,RL,278.0,BrkFace,None,8,NWAmes,195,7,7,3,Gable,Normal,WD,0,10,845.0,288,1980,1980,2009,3198.0
317,1088,871,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1088.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,1025.0,3.0,3,2,3,0,2006.0,1959,1,GasA,5,2Story,1,4,Lvl,Gtl,9000,Inside,75.0,4,60,FV,0.0,None,None,12,Somerst,46,5,8,3,Gable,Normal,WD,0,8,1088.0,208,2006,2006,2007,3047.0
318,1372,1274,None,4,1Fam,3,0,987.0,0.0,6,Unf,1.0,0.0,4,360.0,Y,Norm,5,144,3,4,HdBoard,HdBoard,0,3,1,PConc,2,8,656.0,3.0,3,2,3,0,1993.0,2646,1,GasA,5,2Story,1,4,Low,Mod,9900,Inside,90.0,4,60,RL,256.0,BrkFace,None,4,NoRidge,60,5,7,3,Gable,Normal,WD,0,9,1347.0,340,1993,1993,2009,3993.0
319,1472,0,None,3,1Fam,3,0,1036.0,0.0,6,Unf,1.0,0.0,4,336.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,2,CBlock,2,8,588.0,2.0,3,1,3,0,1980.0,1472,0,GasA,3,SLvl,1,3,Lvl,Gtl,14115,Inside,,4,80,RL,225.0,BrkFace,None,6,NWAmes,48,5,7,3,Gable,Normal,WD,0,6,1372.0,233,1980,1980,2009,2844.0
320,1249,1347,None,4,1Fam,4,0,0.0,0.0,1,Unf,0.0,0.0,5,1249.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,3,8,840.0,3.0,3,2,3,0,2006.0,2596,1,GasA,5,2Story,1,4,Lvl,Gtl,16259,Corner,111.0,4,60,RL,370.0,Stone,None,9,NridgHt,154,5,9,3,Gable,Partial,New,0,9,1249.0,240,2006,2006,2006,3845.0
321,1136,1332,None,4,1Fam,3,0,970.0,0.0,6,Unf,1.0,0.0,5,166.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,872.0,3.0,3,3,3,0,2004.0,2468,1,GasA,5,2Story,1,4,Lvl,Gtl,12099,Inside,99.0,3,60,RL,388.0,BrkFace,None,6,NridgHt,154,5,8,3,Gable,Normal,WD,0,10,1136.0,184,2004,2004,2007,3604.0
322,1553,1177,None,4,1Fam,3,0,28.0,1474.0,2,ALQ,1.0,0.0,3,0.0,Y,Norm,5,0,3,4,Plywood,Plywood,3,3,1,CBlock,2,8,576.0,2.0,3,3,3,0,1987.0,2730,1,GasA,5,2Story,1,4,Lvl,Gtl,10380,Inside,86.0,3,60,RL,172.0,BrkFace,None,8,SawyerW,96,5,7,3,Gable,Normal,WD,0,8,1502.0,201,1986,1987,2007,4232.0
323,1163,0,None,3,1Fam,3,0,256.0,0.0,5,Unf,1.0,0.0,3,906.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,220.0,1.0,3,1,2,0,1955.0,1163,0,GasA,5,1Story,1,3,Lvl,Gtl,5820,Inside,49.0,4,20,RM,0.0,None,None,7,OldTown,98,8,3,3,Gable,Normal,WD,0,6,1162.0,142,1955,2005,2006,2325.0
324,1898,1080,None,5,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,710.0,Y,PosN,5,0,4,4,Wd Sdng,Wd Sdng,0,4,1,CBlock,2,8,564.0,2.0,3,3,3,0,1961.0,2978,1,GasA,5,SLvl,1,4,Lvl,Gtl,11275,Corner,96.0,4,80,RL,300.0,BrkFace,None,6,NAmes,0,7,7,3,Mansard,Normal,WD,0,11,710.0,240,1967,2007,2010,3688.0
325,803,0,None,2,1Fam,3,0,116.0,0.0,4,Unf,0.0,0.0,3,604.0,N,RRAe,3,244,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,8,360.0,2.0,3,1,3,0,1941.0,803,0,GasA,1,1.5Unf,1,3,Lvl,Gtl,5000,Inside,50.0,4,45,RM,0.0,None,None,12,IDOTRR,0,6,5,3,Gable,Normal,WD,0,5,720.0,0,1941,1950,2007,1523.0
326,1719,0,None,1,TwnhsE,3,0,1619.0,0.0,6,Unf,2.0,0.0,4,100.0,Y,Norm,5,0,3,4,BrkFace,BrkFace,0,4,2,PConc,1,8,473.0,2.0,3,3,3,0,1993.0,1719,1,GasA,5,1Story,1,4,Lvl,Gtl,10846,CulDSac,32.0,3,120,RL,0.0,None,None,5,Veenker,30,5,8,3,Gable,Normal,Con,0,6,1719.0,122,1993,1993,2008,3438.0
327,1383,0,None,3,1Fam,3,0,565.0,0.0,3,Unf,0.0,0.0,3,818.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,8,292.0,1.0,3,2,3,0,1960.0,1383,1,GasA,3,1Story,1,3,Lvl,Gtl,11600,Inside,80.0,4,20,RL,175.0,BrkFace,None,4,NAmes,45,5,6,3,Hip,Normal,WD,0,7,1383.0,0,1960,1960,2006,2766.0
328,1445,689,Pave,5,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,844.0,N,PosN,4,268,3,3,Wd Sdng,Wd Shng,0,0,0,BrkTil,2,8,441.0,2.0,3,1,3,0,1930.0,2134,0,GasA,4,2.5Unf,1,4,Bnk,Gtl,11888,Inside,,3,75,RL,0.0,None,None,7,BrkSide,60,6,6,3,Gable,Normal,WD,0,10,844.0,0,1916,1994,2009,2978.0
329,596,596,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,596.0,N,Norm,5,137,3,3,Wd Sdng,Wd Shng,2,0,0,PConc,1,8,189.0,1.0,2,1,2,0,1920.0,1192,0,GasA,3,2Story,1,3,Lvl,Gtl,6402,Corner,60.0,4,70,RM,0.0,None,None,7,IDOTRR,0,5,5,1,Gable,Normal,WD,0,6,596.0,0,1920,1950,2009,1788.0
